County,FileNumber,Measure Names,ProviderName,Measure Values
ESCAMBIA,100231,Available,WEST FLORIDA HOSPITAL,87
ESCAMBIA,100231,Available Capacity,WEST FLORIDA HOSPITAL,0.210653753
ESCAMBIA,100231,Total Staffed Bed Capacity,WEST FLORIDA HOSPITAL,413
ESCAMBIA,23960076,Bed Census,SELECT SPECIALTY HOSPITAL PENSACOLA,71
ESCAMBIA,23960076,Available,SELECT SPECIALTY HOSPITAL PENSACOLA,4
ESCAMBIA,23960076,Available Capacity,SELECT SPECIALTY HOSPITAL PENSACOLA,0.053333333
ESCAMBIA,23960076,Total Staffed Bed Capacity,SELECT SPECIALTY HOSPITAL PENSACOLA,75
FLAGLER,100118,Bed Census,ADVENTHEALTH PALM COAST,90
FLAGLER,100118,Available,ADVENTHEALTH PALM COAST,9
FLAGLER,100118,Available Capacity,ADVENTHEALTH PALM COAST,0.090909091
FLAGLER,100118,Total Staffed Bed Capacity,ADVENTHEALTH PALM COAST,99
FRANKLIN,100153,Bed Census,GEORGE E WEEMS MEMORIAL HOSPITAL,2
FRANKLIN,100153,Available,GEORGE E WEEMS MEMORIAL HOSPITAL,13
FRANKLIN,100153,Available Capacity,GEORGE E WEEMS MEMORIAL HOSPITAL,0.866666667
FRANKLIN,100153,Total Staffed Bed Capacity,GEORGE E WEEMS MEMORIAL HOSPITAL,15
GADSDEN,100159,Bed Census,"CAPITAL REGIONAL MEDICAL CENTER, GADSDEN MEMORIAL CAMPUS",0
GADSDEN,100159,Available,"CAPITAL REGIONAL MEDICAL CENTER, GADSDEN MEMORIAL CAMPUS",4
GADSDEN,100159,Available Capacity,"CAPITAL REGIONAL MEDICAL CENTER, GADSDEN MEMORIAL CAMPUS",1
GADSDEN,100159,Total Staffed Bed Capacity,"CAPITAL REGIONAL MEDICAL CENTER, GADSDEN MEMORIAL CAMPUS",4
GADSDEN,104000,Bed Census,FLORIDA STATE HOSPITAL,648
GADSDEN,104000,Available,FLORIDA STATE HOSPITAL,301
GADSDEN,104000,Available Capacity,FLORIDA STATE HOSPITAL,0.317175975
GADSDEN,104000,Total Staffed Bed Capacity,FLORIDA STATE HOSPITAL,949
GULF,23960084,Bed Census,ASCENSION SACRED HEART GULF,2
GULF,23960084,Available,ASCENSION SACRED HEART GULF,19
GULF,23960084,Available Capacity,ASCENSION SACRED HEART GULF,0.904761905
GULF,23960084,Total Staffed Bed Capacity,ASCENSION SACRED HEART GULF,21
HARDEE,100282,Bed Census,ADVENTHEALTH WAUCHULA,24
HARDEE,100282,Available,ADVENTHEALTH WAUCHULA,1
HARDEE,100282,Available Capacity,ADVENTHEALTH WAUCHULA,0.04
HARDEE,100282,Total Staffed Bed Capacity,ADVENTHEALTH WAUCHULA,25
HENDRY,100098,Bed Census,HENDRY REGIONAL MEDICAL CENTER,7
HENDRY,100098,Available,HENDRY REGIONAL MEDICAL CENTER,20
HENDRY,100098,Available Capacity,HENDRY REGIONAL MEDICAL CENTER,0.740740741
HENDRY,100098,Total Staffed Bed Capacity,HENDRY REGIONAL MEDICAL CENTER,27
HERNANDO,100071,Bed Census,BAYFRONT HEALTH BROOKSVILLE,67
HERNANDO,100071,Available,BAYFRONT HEALTH BROOKSVILLE,43
HERNANDO,100071,Available Capacity,BAYFRONT HEALTH BROOKSVILLE,0.390909091
HERNANDO,100071,Total Staffed Bed Capacity,BAYFRONT HEALTH BROOKSVILLE,110
HERNANDO,100264,Bed Census,OAK HILL HOSPITAL,266
HERNANDO,100264,Available,OAK HILL HOSPITAL,84
HERNANDO,100264,Available Capacity,OAK HILL HOSPITAL,0.24
HERNANDO,100264,Total Staffed Bed Capacity,OAK HILL HOSPITAL,350
HERNANDO,110054,Bed Census,SPRINGBROOK HOSPITAL,76
HERNANDO,110054,Available,SPRINGBROOK HOSPITAL,0
HERNANDO,110054,Available Capacity,SPRINGBROOK HOSPITAL,0
HERNANDO,110054,Total Staffed Bed Capacity,SPRINGBROOK HOSPITAL,76
HERNANDO,111525,Bed Census,BAYFRONT HEALTH SPRING HILL,54
HERNANDO,111525,Available,BAYFRONT HEALTH SPRING HILL,62
HERNANDO,111525,Available Capacity,BAYFRONT HEALTH SPRING HILL,0.534482759
HERNANDO,111525,Total Staffed Bed Capacity,BAYFRONT HEALTH SPRING HILL,116
HERNANDO,23960042,Bed Census,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SPRING HILL,56
HERNANDO,23960042,Available,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SPRING HILL,24
HERNANDO,23960042,Available Capacity,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SPRING HILL,0.3
HERNANDO,23960042,Total Staffed Bed Capacity,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SPRING HILL,80
HIGHLANDS,100049,Bed Census,HIGHLANDS REGIONAL MEDICAL CENTER,42
HIGHLANDS,100049,Available,HIGHLANDS REGIONAL MEDICAL CENTER,22
HIGHLANDS,100049,Available Capacity,HIGHLANDS REGIONAL MEDICAL CENTER,0.34375
HIGHLANDS,100049,Total Staffed Bed Capacity,HIGHLANDS REGIONAL MEDICAL CENTER,64
HIGHLANDS,100109,Bed Census,ADVENTHEALTH SEBRING,132
HIGHLANDS,100109,Available,ADVENTHEALTH SEBRING,39
HIGHLANDS,100109,Available Capacity,ADVENTHEALTH SEBRING,0.228070175
HIGHLANDS,100109,Total Staffed Bed Capacity,ADVENTHEALTH SEBRING,171
HIGHLANDS,120013,Bed Census,ADVENTHEALTH LAKE PLACID,14
HIGHLANDS,120013,Available,ADVENTHEALTH LAKE PLACID,7
HIGHLANDS,120013,Available Capacity,ADVENTHEALTH LAKE PLACID,0.333333333
HIGHLANDS,120013,Total Staffed Bed Capacity,ADVENTHEALTH LAKE PLACID,21
HILLSBOROUGH,100069,Bed Census,ADVENTHEALTH CARROLLWOOD,104
HILLSBOROUGH,100069,Available,ADVENTHEALTH CARROLLWOOD,11
HILLSBOROUGH,100069,Available Capacity,ADVENTHEALTH CARROLLWOOD,0.095652174
HILLSBOROUGH,100069,Total Staffed Bed Capacity,ADVENTHEALTH CARROLLWOOD,115
HILLSBOROUGH,100075,Bed Census,ST JOSEPHS HOSPITAL,575
HILLSBOROUGH,100075,Available,ST JOSEPHS HOSPITAL,76
HILLSBOROUGH,100075,Available Capacity,ST JOSEPHS HOSPITAL,0.116743472
HILLSBOROUGH,100075,Total Staffed Bed Capacity,ST JOSEPHS HOSPITAL,651
HILLSBOROUGH,100115,Bed Census,KINDRED HOSPITAL-BAY AREA-TAMPA,60
HILLSBOROUGH,100115,Available,KINDRED HOSPITAL-BAY AREA-TAMPA,11
HILLSBOROUGH,100115,Available Capacity,KINDRED HOSPITAL-BAY AREA-TAMPA,0.154929577
HILLSBOROUGH,100115,Total Staffed Bed Capacity,KINDRED HOSPITAL-BAY AREA-TAMPA,71
HILLSBOROUGH,100128,Bed Census,TAMPA GENERAL HOSPITAL,863
HILLSBOROUGH,100128,Available,TAMPA GENERAL HOSPITAL,136
HILLSBOROUGH,100128,Available Capacity,TAMPA GENERAL HOSPITAL,0.136136136
HILLSBOROUGH,100128,Total Staffed Bed Capacity,TAMPA GENERAL HOSPITAL,999
HILLSBOROUGH,100132,Bed Census,SOUTH FLORIDA BAPTIST HOSPITAL,89
HILLSBOROUGH,100132,Available,SOUTH FLORIDA BAPTIST HOSPITAL,3
HILLSBOROUGH,100132,Available Capacity,SOUTH FLORIDA BAPTIST HOSPITAL,0.032608696
HILLSBOROUGH,100132,Total Staffed Bed Capacity,SOUTH FLORIDA BAPTIST HOSPITAL,92
HILLSBOROUGH,100143,Bed Census,KINDRED HOSPITAL-CENTRAL TAMPA,66
HILLSBOROUGH,100143,Available,KINDRED HOSPITAL-CENTRAL TAMPA,21
HILLSBOROUGH,100143,Available Capacity,KINDRED HOSPITAL-CENTRAL TAMPA,0.241379310
HILLSBOROUGH,100143,Total Staffed Bed Capacity,KINDRED HOSPITAL-CENTRAL TAMPA,87
HILLSBOROUGH,100173,Bed Census,ADVENTHEALTH TAMPA,463
HILLSBOROUGH,100173,Available,ADVENTHEALTH TAMPA,73
HILLSBOROUGH,100173,Available Capacity,ADVENTHEALTH TAMPA,0.136194030
HILLSBOROUGH,100173,Total Staffed Bed Capacity,ADVENTHEALTH TAMPA,536
HILLSBOROUGH,100206,Bed Census,MEMORIAL HOSPITAL OF TAMPA,100
HILLSBOROUGH,100206,Available,MEMORIAL HOSPITAL OF TAMPA,9
HILLSBOROUGH,100206,Available Capacity,MEMORIAL HOSPITAL OF TAMPA,0.082568807
HILLSBOROUGH,100206,Total Staffed Bed Capacity,MEMORIAL HOSPITAL OF TAMPA,109
HILLSBOROUGH,100243,Bed Census,BRANDON REGIONAL HOSPITAL,400
HILLSBOROUGH,100243,Available,BRANDON REGIONAL HOSPITAL,82
HILLSBOROUGH,100243,Available Capacity,BRANDON REGIONAL HOSPITAL,0.170124481
HILLSBOROUGH,100243,Total Staffed Bed Capacity,BRANDON REGIONAL HOSPITAL,482
HILLSBOROUGH,100255,Bed Census,TAMPA COMMUNITY HOSPITAL- A CAMPUS OF MEMORIAL HOSPITAL OF TAMPA,26
HILLSBOROUGH,100255,Available,TAMPA COMMUNITY HOSPITAL- A CAMPUS OF MEMORIAL HOSPITAL OF TAMPA,26
HILLSBOROUGH,100255,Available Capacity,TAMPA COMMUNITY HOSPITAL- A CAMPUS OF MEMORIAL HOSPITAL OF TAMPA,0.5
HILLSBOROUGH,100255,Total Staffed Bed Capacity,TAMPA COMMUNITY HOSPITAL- A CAMPUS OF MEMORIAL HOSPITAL OF TAMPA,52
HILLSBOROUGH,100259,Bed Census,SOUTH BAY HOSPITAL,62
HILLSBOROUGH,100259,Available,SOUTH BAY HOSPITAL,9
HILLSBOROUGH,100259,Available Capacity,SOUTH BAY HOSPITAL,0.126760563
HILLSBOROUGH,100259,Total Staffed Bed Capacity,SOUTH BAY HOSPITAL,71
HILLSBOROUGH,110009,Bed Census,H LEE MOFFITT CANCER CENTER & RESEARCH INSTITUTE HOSPITAL,218
HILLSBOROUGH,110009,Available,H LEE MOFFITT CANCER CENTER & RESEARCH INSTITUTE HOSPITAL,30
HILLSBOROUGH,110009,Available Capacity,H LEE MOFFITT CANCER CENTER & RESEARCH INSTITUTE HOSPITAL,0.120967742
HILLSBOROUGH,110009,Total Staffed Bed Capacity,H LEE MOFFITT CANCER CENTER & RESEARCH INSTITUTE HOSPITAL,248
HILLSBOROUGH,23960100,Bed Census,ST JOSEPHS HOSPITAL NORTH,104
HILLSBOROUGH,23960100,Available,ST JOSEPHS HOSPITAL NORTH,31
HILLSBOROUGH,23960100,Available Capacity,ST JOSEPHS HOSPITAL NORTH,0.229629630
HILLSBOROUGH,23960100,Total Staffed Bed Capacity,ST JOSEPHS HOSPITAL NORTH,135
HILLSBOROUGH,23960105,Bed Census,ST JOSEPHS HOSPITAL SOUTH,141
HILLSBOROUGH,23960105,Available,ST JOSEPHS HOSPITAL SOUTH,1
HILLSBOROUGH,23960105,Available Capacity,ST JOSEPHS HOSPITAL SOUTH,0.007042254
HILLSBOROUGH,23960105,Total Staffed Bed Capacity,ST JOSEPHS HOSPITAL SOUTH,142
HILLSBOROUGH,23960113,Bed Census,ST JOSEPHS HOSPITAL BEHAVIORAL HEALTH CENTER,52
HILLSBOROUGH,23960113,Available,ST JOSEPHS HOSPITAL BEHAVIORAL HEALTH CENTER,8
HILLSBOROUGH,23960113,Available Capacity,ST JOSEPHS HOSPITAL BEHAVIORAL HEALTH CENTER,0.133333333
HILLSBOROUGH,23960113,Total Staffed Bed Capacity,ST JOSEPHS HOSPITAL BEHAVIORAL HEALTH CENTER,60
HOLMES,100078,Bed Census,DOCTORS MEMORIAL HOSPITAL,11
HOLMES,100078,Available,DOCTORS MEMORIAL HOSPITAL,9
HOLMES,100078,Available Capacity,DOCTORS MEMORIAL HOSPITAL,0.45
HOLMES,100078,Total Staffed Bed Capacity,DOCTORS MEMORIAL HOSPITAL,20
INDIAN RIVER,100105,Bed Census,CLEVELAND CLINIC INDIAN RIVER HOSPITAL,192
INDIAN RIVER,100105,Available,CLEVELAND CLINIC INDIAN RIVER HOSPITAL,119
INDIAN RIVER,100105,Available Capacity,CLEVELAND CLINIC INDIAN RIVER HOSPITAL,0.382636656
INDIAN RIVER,100105,Total Staffed Bed Capacity,CLEVELAND CLINIC INDIAN RIVER HOSPITAL,311
INDIAN RIVER,100217,Bed Census,STEWARD SEBASTIAN RIVER MEDICAL CENTER,69
INDIAN RIVER,100217,Available,STEWARD SEBASTIAN RIVER MEDICAL CENTER,17
INDIAN RIVER,100217,Available Capacity,STEWARD SEBASTIAN RIVER MEDICAL CENTER,0.197674419
INDIAN RIVER,100217,Total Staffed Bed Capacity,STEWARD SEBASTIAN RIVER MEDICAL CENTER,86
INDIAN RIVER,110017,Bed Census,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TREASURE COAST,59
INDIAN RIVER,110017,Available,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TREASURE COAST,6
INDIAN RIVER,110017,Available Capacity,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TREASURE COAST,0.092307692
INDIAN RIVER,110017,Total Staffed Bed Capacity,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TREASURE COAST,65
JACKSON,100138,Bed Census,CAMPBELLTON-GRACEVILLE HOSPITAL,0
JACKSON,100138,Available,CAMPBELLTON-GRACEVILLE HOSPITAL,0
JACKSON,100138,Available Capacity,CAMPBELLTON-GRACEVILLE HOSPITAL,
JACKSON,100138,Total Staffed Bed Capacity,CAMPBELLTON-GRACEVILLE HOSPITAL,0
JACKSON,100142,Bed Census,JACKSON HOSPITAL,31
JACKSON,100142,Available,JACKSON HOSPITAL,53
JACKSON,100142,Available Capacity,JACKSON HOSPITAL,0.630952381
JACKSON,100142,Total Staffed Bed Capacity,JACKSON HOSPITAL,84
LAKE,100051,Bed Census,ORLANDO HEALTH SOUTH LAKE HOSPITAL,198
LAKE,100051,Available,ORLANDO HEALTH SOUTH LAKE HOSPITAL,15
LAKE,100051,Available Capacity,ORLANDO HEALTH SOUTH LAKE HOSPITAL,0.070422535
LAKE,100051,Total Staffed Bed Capacity,ORLANDO HEALTH SOUTH LAKE HOSPITAL,213
LAKE,100057,Bed Census,ADVENTHEALTH WATERMAN,193
LAKE,100057,Available,ADVENTHEALTH WATERMAN,107
LAKE,100057,Available Capacity,ADVENTHEALTH WATERMAN,0.356666667
LAKE,100057,Total Staffed Bed Capacity,ADVENTHEALTH WATERMAN,300
LAKE,100084,Bed Census,UF HEALTH LEESBURG HOSPITAL INC,247
LAKE,100084,Available,UF HEALTH LEESBURG HOSPITAL INC,83
LAKE,100084,Available Capacity,UF HEALTH LEESBURG HOSPITAL INC,0.251515152
LAKE,100084,Total Staffed Bed Capacity,UF HEALTH LEESBURG HOSPITAL INC,330
LAKE,100214,Bed Census,UF HEALTH LEESBURG SENIOR BEHAVIORAL HEALTH CENTER,10
LAKE,100214,Available,UF HEALTH LEESBURG SENIOR BEHAVIORAL HEALTH CENTER,11
LAKE,100214,Available Capacity,UF HEALTH LEESBURG SENIOR BEHAVIORAL HEALTH CENTER,0.523809524
LAKE,100214,Total Staffed Bed Capacity,UF HEALTH LEESBURG SENIOR BEHAVIORAL HEALTH CENTER,21
LAKE,104018,Bed Census,LIFESTREAM BEHAVIORAL CENTER,31
LAKE,104018,Available,LIFESTREAM BEHAVIORAL CENTER,15
LAKE,104018,Available Capacity,LIFESTREAM BEHAVIORAL CENTER,0.326086957
LAKE,104018,Total Staffed Bed Capacity,LIFESTREAM BEHAVIORAL CENTER,46
LEE,100012,Bed Census,LEE MEMORIAL HOSPITAL,253
LEE,100012,Available,LEE MEMORIAL HOSPITAL,79
LEE,100012,Available Capacity,LEE MEMORIAL HOSPITAL,0.237951807
LEE,100012,Total Staffed Bed Capacity,LEE MEMORIAL HOSPITAL,332
LEE,100107,Bed Census,LEHIGH REGIONAL MEDICAL CENTER,31
LEE,100107,Available,LEHIGH REGIONAL MEDICAL CENTER,13
LEE,100107,Available Capacity,LEHIGH REGIONAL MEDICAL CENTER,0.295454545
LEE,100107,Total Staffed Bed Capacity,LEHIGH REGIONAL MEDICAL CENTER,44
LEE,100220,Bed Census,GULF COAST MEDICAL CENTER LEE MEMORIAL HEALTH SYSTEM,478
LEE,100220,Available,GULF COAST MEDICAL CENTER LEE MEMORIAL HEALTH SYSTEM,120
LEE,100220,Available Capacity,GULF COAST MEDICAL CENTER LEE MEMORIAL HEALTH SYSTEM,0.200668896
LEE,100220,Total Staffed Bed Capacity,GULF COAST MEDICAL CENTER LEE MEMORIAL HEALTH SYSTEM,598
LEE,100244,Bed Census,CAPE CORAL HOSPITAL,266
LEE,100244,Available,CAPE CORAL HOSPITAL,19
LEE,100244,Available Capacity,CAPE CORAL HOSPITAL,0.066666667
LEE,100244,Total Staffed Bed Capacity,CAPE CORAL HOSPITAL,285
LEE,120005,Bed Census,HEALTHPARK MEDICAL CENTER,381
LEE,120005,Available,HEALTHPARK MEDICAL CENTER,74
LEE,120005,Available Capacity,HEALTHPARK MEDICAL CENTER,0.162637363
LEE,120005,Total Staffed Bed Capacity,HEALTHPARK MEDICAL CENTER,455
LEE,23960103,Bed Census,PARK ROYAL HOSPITAL,102
LEE,23960103,Available,PARK ROYAL HOSPITAL,12
LEE,23960103,Available Capacity,PARK ROYAL HOSPITAL,0.105263158
LEE,23960103,Total Staffed Bed Capacity,PARK ROYAL HOSPITAL,114
LEE,23960107,Bed Census,SELECT SPECIALTY HOSPITAL-FORT MYERS,39
LEE,23960107,Available,SELECT SPECIALTY HOSPITAL-FORT MYERS,21
LEE,23960107,Available Capacity,SELECT SPECIALTY HOSPITAL-FORT MYERS,0.35
LEE,23960107,Total Staffed Bed Capacity,SELECT SPECIALTY HOSPITAL-FORT MYERS,60
LEON,100135,Bed Census,TALLAHASSEE MEMORIAL HOSPITAL,398
LEON,100135,Available,TALLAHASSEE MEMORIAL HOSPITAL,62
LEON,100135,Available Capacity,TALLAHASSEE MEMORIAL HOSPITAL,0.134782609
LEON,100135,Total Staffed Bed Capacity,TALLAHASSEE MEMORIAL HOSPITAL,460
LEON,100254,Bed Census,CAPITAL REGIONAL MEDICAL CENTER,224
LEON,100254,Available,CAPITAL REGIONAL MEDICAL CENTER,46
LEON,100254,Available Capacity,CAPITAL REGIONAL MEDICAL CENTER,0.170370370
LEON,100254,Total Staffed Bed Capacity,CAPITAL REGIONAL MEDICAL CENTER,270
LEON,110021,Bed Census,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TALLAHASSEE,43
LEON,110021,Available,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TALLAHASSEE,12
LEON,110021,Available Capacity,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TALLAHASSEE,0.218181818
LEON,110021,Total Staffed Bed Capacity,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TALLAHASSEE,55
LEON,110044,Bed Census,EASTSIDE PSYCHIATRIC HOSPITAL,25
LEON,110044,Available,EASTSIDE PSYCHIATRIC HOSPITAL,7
LEON,110044,Available Capacity,EASTSIDE PSYCHIATRIC HOSPITAL,0.21875
LEON,110044,Total Staffed Bed Capacity,EASTSIDE PSYCHIATRIC HOSPITAL,32
LEON,23960059,Bed Census,SELECT SPECIALTY HOSPITAL - TALLAHASSEE,35
LEON,23960059,Available,SELECT SPECIALTY HOSPITAL - TALLAHASSEE,13
LEON,23960059,Available Capacity,SELECT SPECIALTY HOSPITAL - TALLAHASSEE,0.270833333
LEON,23960059,Total Staffed Bed Capacity,SELECT SPECIALTY HOSPITAL - TALLAHASSEE,48
MADISON,100004,Bed Census,MADISON COUNTY MEMORIAL HOSPITAL,7
MADISON,100004,Available,MADISON COUNTY MEMORIAL HOSPITAL,8
MADISON,100004,Available Capacity,MADISON COUNTY MEMORIAL HOSPITAL,0.533333333
MADISON,100004,Total Staffed Bed Capacity,MADISON COUNTY MEMORIAL HOSPITAL,15
MANATEE,100035,Bed Census,MANATEE MEMORIAL HOSPITAL,271
MANATEE,100035,Available,MANATEE MEMORIAL HOSPITAL,22
MANATEE,100035,Available Capacity,MANATEE MEMORIAL HOSPITAL,0.075085324
MANATEE,100035,Total Staffed Bed Capacity,MANATEE MEMORIAL HOSPITAL,293
MANATEE,100213,Bed Census,BLAKE MEDICAL CENTER,240
MANATEE,100213,Available,BLAKE MEDICAL CENTER,25
MANATEE,100213,Available Capacity,BLAKE MEDICAL CENTER,0.094339623
MANATEE,100213,Total Staffed Bed Capacity,BLAKE MEDICAL CENTER,265
MANATEE,110028,Bed Census,CENTERSTONE OF FLORIDA,32
MANATEE,110028,Available,CENTERSTONE OF FLORIDA,8
MANATEE,110028,Available Capacity,CENTERSTONE OF FLORIDA,0.2
MANATEE,110028,Total Staffed Bed Capacity,CENTERSTONE OF FLORIDA,40
MANATEE,110049,Bed Census,SUNCOAST BEHAVIORAL HEALTH CENTER,43
MANATEE,110049,Available,SUNCOAST BEHAVIORAL HEALTH CENTER,17
MANATEE,110049,Available Capacity,SUNCOAST BEHAVIORAL HEALTH CENTER,0.283333333
MANATEE,110049,Total Staffed Bed Capacity,SUNCOAST BEHAVIORAL HEALTH CENTER,60
MANATEE,23960046,Bed Census,LAKEWOOD RANCH MEDICAL CENTER,64
MANATEE,23960046,Available,LAKEWOOD RANCH MEDICAL CENTER,46
MANATEE,23960046,Available Capacity,LAKEWOOD RANCH MEDICAL CENTER,0.418181818
MANATEE,23960046,Total Staffed Bed Capacity,LAKEWOOD RANCH MEDICAL CENTER,110
MARION,100062,Bed Census,ADVENTHEALTH OCALA,270
MARION,100062,Available,ADVENTHEALTH OCALA,8
MARION,100062,Available Capacity,ADVENTHEALTH OCALA,0.028776978
MARION,100062,Total Staffed Bed Capacity,ADVENTHEALTH OCALA,278
MARION,100212,Bed Census,OCALA REGIONAL MEDICAL CENTER,252
MARION,100212,Available,OCALA REGIONAL MEDICAL CENTER,4
MARION,100212,Available Capacity,OCALA REGIONAL MEDICAL CENTER,0.015625
MARION,100212,Total Staffed Bed Capacity,OCALA REGIONAL MEDICAL CENTER,256
MARION,23960039,Bed Census,WEST MARION COMMUNITY HOSPITAL,180
MARION,23960039,Available,WEST MARION COMMUNITY HOSPITAL,6
MARION,23960039,Available Capacity,WEST MARION COMMUNITY HOSPITAL,0.032258065
MARION,23960039,Total Staffed Bed Capacity,WEST MARION COMMUNITY HOSPITAL,186
MARION,23960060,Bed Census,KINDRED HOSPITAL OCALA,9
MARION,23960060,Available,KINDRED HOSPITAL OCALA,10
MARION,23960060,Available Capacity,KINDRED HOSPITAL OCALA,0.526315789
MARION,23960060,Total Staffed Bed Capacity,KINDRED HOSPITAL OCALA,19
MARION,23960073,Bed Census,THE VINES HOSPITAL,59
MARION,23960073,Available,THE VINES HOSPITAL,39
MARION,23960073,Available Capacity,THE VINES HOSPITAL,0.397959184
MARION,23960073,Total Staffed Bed Capacity,THE VINES HOSPITAL,98
MARION,23960109,Bed Census,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF OCALA,41
MARION,23960109,Available,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF OCALA,39
MARION,23960109,Available Capacity,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF OCALA,0.4875
MARION,23960109,Total Staffed Bed Capacity,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF OCALA,80
MARTIN,100044,Bed Census,CLEVELAND CLINIC MARTIN NORTH HOSPITAL,92
MARTIN,100044,Available,CLEVELAND CLINIC MARTIN NORTH HOSPITAL,154
MARTIN,100044,Available Capacity,CLEVELAND CLINIC MARTIN NORTH HOSPITAL,0.626016260
MARTIN,100044,Total Staffed Bed Capacity,CLEVELAND CLINIC MARTIN NORTH HOSPITAL,246
MARTIN,120009,Bed Census,CLEVELAND CLINIC MARTIN SOUTH HOSPITAL,47
MARTIN,120009,Available,CLEVELAND CLINIC MARTIN SOUTH HOSPITAL,53
MARTIN,120009,Available Capacity,CLEVELAND CLINIC MARTIN SOUTH HOSPITAL,0.53
MARTIN,120009,Total Staffed Bed Capacity,CLEVELAND CLINIC MARTIN SOUTH HOSPITAL,100
MARTIN,23960112,Bed Census,ENCOMPASS HEALTH REHAB HOSPITAL AN AFFILIATE OF MARTIN HEALTH,74
MARTIN,23960112,Available,ENCOMPASS HEALTH REHAB HOSPITAL AN AFFILIATE OF MARTIN HEALTH,6
MARTIN,23960112,Available Capacity,ENCOMPASS HEALTH REHAB HOSPITAL AN AFFILIATE OF MARTIN HEALTH,0.075
MARTIN,23960112,Total Staffed Bed Capacity,ENCOMPASS HEALTH REHAB HOSPITAL AN AFFILIATE OF MARTIN HEALTH,80
MARTIN,23960125,Bed Census,CORAL SHORES BEHAVIORAL HEALTH,36
MARTIN,23960125,Available,CORAL SHORES BEHAVIORAL HEALTH,44
MARTIN,23960125,Available Capacity,CORAL SHORES BEHAVIORAL HEALTH,0.55
MARTIN,23960125,Total Staffed Bed Capacity,CORAL SHORES BEHAVIORAL HEALTH,80
MIAMI-DADE,100008,Bed Census,BAPTIST HOSPITAL OF MIAMI,570
MIAMI-DADE,100008,Available,BAPTIST HOSPITAL OF MIAMI,197
MIAMI-DADE,100008,Available Capacity,BAPTIST HOSPITAL OF MIAMI,0.256844850
MIAMI-DADE,100008,Total Staffed Bed Capacity,BAPTIST HOSPITAL OF MIAMI,767
MIAMI-DADE,100009,Bed Census,UNIVERSITY OF MIAMI HOSPITAL AND CLINICS-UHEALTH TOWER,295
MIAMI-DADE,100009,Available,UNIVERSITY OF MIAMI HOSPITAL AND CLINICS-UHEALTH TOWER,207
MIAMI-DADE,100009,Available Capacity,UNIVERSITY OF MIAMI HOSPITAL AND CLINICS-UHEALTH TOWER,0.412350598
MIAMI-DADE,100009,Total Staffed Bed Capacity,UNIVERSITY OF MIAMI HOSPITAL AND CLINICS-UHEALTH TOWER,502
MIAMI-DADE,100020,Bed Census,DOCTORS HOSPITAL,77
MIAMI-DADE,100020,Available,DOCTORS HOSPITAL,57
MIAMI-DADE,100020,Available Capacity,DOCTORS HOSPITAL,0.425373134
MIAMI-DADE,100020,Total Staffed Bed Capacity,DOCTORS HOSPITAL,134
MIAMI-DADE,100022,Bed Census,JACKSON MEMORIAL HOSPITAL,"1,267"
MIAMI-DADE,100022,Available,JACKSON MEMORIAL HOSPITAL,422
MIAMI-DADE,100022,Available Capacity,JACKSON MEMORIAL HOSPITAL,0.249851983
MIAMI-DADE,100022,Total Staffed Bed Capacity,JACKSON MEMORIAL HOSPITAL,"1,689"
MIAMI-DADE,100029,Bed Census,NORTH SHORE MEDICAL CENTER,197
MIAMI-DADE,100029,Available,NORTH SHORE MEDICAL CENTER,57
MIAMI-DADE,100029,Available Capacity,NORTH SHORE MEDICAL CENTER,0.224409449
MIAMI-DADE,100029,Total Staffed Bed Capacity,NORTH SHORE MEDICAL CENTER,254
MIAMI-DADE,100034,Bed Census,MOUNT SINAI MEDICAL CENTER,359
MIAMI-DADE,100034,Available,MOUNT SINAI MEDICAL CENTER,182
MIAMI-DADE,100034,Available Capacity,MOUNT SINAI MEDICAL CENTER,0.336414048
MIAMI-DADE,100034,Total Staffed Bed Capacity,MOUNT SINAI MEDICAL CENTER,541
MIAMI-DADE,100050,Bed Census,LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,67
MIAMI-DADE,100050,Available,LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,105
MIAMI-DADE,100050,Available Capacity,LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,0.610465116
MIAMI-DADE,100050,Total Staffed Bed Capacity,LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,172
